2011,10,27,1144300.000
2011,10,28,1144612.000
2011,10,31,1144408.000
2011,11,1,1134520.000
2011,11,2,1135600.000
2011,11,3,1142368.000
2011,11,4,1138984.000
2011,11,7,1138372.000
2011,11,8,1146136.000
2011,11,9,1133056.000
2011,11,10,1121032.000
2011,11,11,1120324.000
2011,11,14,1113916.000
2011,11,15,1125352.000
2011,11,16,1120504.000
2011,11,17,1111708.000
2011,11,18,1108756.000
2011,11,21,1101664.000
2011,11,22,1110628.000
2011,11,23,1099252.000
2011,11,25,1095172.000
2011,11,28,1110160.000
2011,11,29,1106668.000
2011,11,30,1117432.000
2011,12,1,1124272.000
2011,12,2,1126384.000
2011,12,5,1130344.000
2011,12,6,1127884.000
2011,12,7,1125664.000
2011,12,8,1127536.000
2011,12,9,1131076.000
2011,12,12,1128940.000
2011,12,13,1125328.000
2011,12,14,1115020.000
2011,12,15,1113532.000
2011,12,16,1116016.000
2011,12,19,1117444.000
2011,12,20,1133860.000
